"","Name","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"3643","0-0","GO:0001700","embryonic development via the syncytial blastoderm","75/2163","111/4443",3.66284181947828e-05,0.000234003265952955,0.000132302948126118,"sgg/N/lwr/l(2)gl/Wee1/Rab30/Btk29A/barr/dia/pum/Ras85D/jumu/yrt/Lkb1/put/Cp190/faf/EcR/sced/Eb1/lolal/Smurf/Sema1b/Cdc7/Bx42/shg/RhoGEF2/Rif1/chn/shn/Jra/arm/mbc/alpha-Cat/Mtl/slpr/zfh1/thr/chrb/ena/gw/dlg1/Hakai/alph/step/cno/crb/pyd/CycB/scrib/Ack-like/Src42A/PDZ-GEF/Mcr/Pak/InR/Sac1/Rap1/msn/Eip63E/Ack/dsh/hep/Rok/Vav/Cdc42/pcm/ash1/Abl/scyl/Dronc/Nmt/Tak1/ed/aop",75
"3644","0-0","GO:0031400","negative regulation of protein modification process","34/2163","43/4443",3.95690155048746e-05,0.000252069283956979,0.000142517281815428,"sgg/l(2)gl/CG13994/Rca1/Wee1/mts/ics/CG10376/CG9246/CG8312/hyd/Hexim/wdb/dco/sws/Pten/dap/endos/svr/CycE/Son/CG14408/Pka-R1/gwl/Utx/ctrip/CoRest/Ssrp/PRAS40/HDAC1/par-6/SCCRO4/ash1/Cbl",34
"3645","0-0","GO:0070848","response to growth factor","44/2163","59/4443",4.08846302986759e-05,0.00025964866685072,0.000146802583978775,"csw/Raf/Ptp4E/cv/lwr/CG13398/Sos/Ras85D/put/Tsc1/lili/gro/Cul2/botv/Smurf/Smox/Dsor1/Zpr1/Lis-1/drk/shn/babo/sax/vap/Med/mav/kek5/Src64B/MAN1/ttv/Ote/Ptp61F/PRAS40/trio/Ack/Ptp10D/Tao/dlp/Ube3a/RasGAP1/pbl/Dd/Mad/aop",44
"3646","0-0","GO:0032786","positive regulation of DNA-templated transcription, elongation","14/2163","14/4443",4.1107168186563e-05,0.00025964866685072,0.000146802583978775,"Spt6/Cdk12/TfIIFalpha/hyx/CycK/Spt5/fs(1)h/spt4/Mef2/Cf2/dre4/trx/CycT/Cdk9",14
"3647","0-0","GO:0048260","positive regulation of receptor-mediated endocytosis","14/2163","14/4443",4.1107168186563e-05,0.00025964866685072,0.000146802583978775,"Uvrag/BicD/Cortactin/cindr/krz/Smurf/drk/spri/lap/Nedd4/Gprk2/norpA/Graf/Cbl",14
"3648","0-0","GO:0010608","post-transcriptional regulation of gene expression","92/2163","141/4443",4.15359781806329e-05,0.000260883278685099,0.000147500620328031,"ssx/png/MTPAP/tyf/Mkrn1/Rga/Hrb27C/r2d2/pelo/piwi/bru1/mEFTs/brat/Tailor/bcd/Iru/pum/Fmr1/Paip2/Atx2/Rpb7/spn-E/Cbp20/Pi3K92E/CG13850/Dcr-1/twin/eIF4EHP/Rox8/Nab2/PQBP1/Ythdf/Smg6/Hrb98DE/heph/Marf1/Ars2/Not3/stau/CG8963/krimp/Lis-1/CG6701/Gle1/drosha/4E-T/mael/Cbp80/Dg/orb/osk/gw/DCP2/Pink1/lark/Tis11/CG1578/CG17168/Not1/Sbp2/AGO3/glo/wech/larp/AGO1/bin3/CNBP/apt/egl/Not11/CG4612/Unr/sqd/spoon/Sxl/Patr-1/rump/vas/Ge-1/PAN3/Larp4B/jub/RpIIIC160/CG11679/Rcd-1/CG9705/roq/Helz/Pop2/Dph1/smg/GAPsec",92
"3649","0-0","GO:0071495","cellular response to endogenous stimulus","92/2163","141/4443",4.15359781806329e-05,0.000260883278685099,0.000147500620328031,"G9a/csw/Raf/sgg/Ptp4E/cv/dock/lwr/Pi3K21B/trbl/Mkrn1/srl/mts/CG13398/Hnf4/STUB1/Tor/Sirt1/Sos/Ras85D/Fmr1/put/Akt1/wrd/Pi3K92E/Tsc1/lili/Nup358/Lnk/gro/wdb/CycG/Cul2/EcR/botv/Smurf/Smox/Dsor1/Zpr1/Lis-1/Sin1/drk/Iswi/shn/sax/Cul1/Pten/vap/Rab10/Med/mav/kek5/HDAC4/step/Mob4/pzg/Hr39/Sik3/Tl/Rab8/Src64B/Sesn/MAN1/Pdk1/E(bx)/Lpt/tgo/ttv/sima/Ote/Ptp61F/PRAS40/slmb/S6k/InR/Rap1/Ack/Ptp10D/Set2/rictor/Tao/Mkp3/ftz-f1/Crtc/Ilp8/dlp/Ube3a/pbl/Dd/Hydr2/Mad/aop",92
"3650","0-0","GO:0006897","endocytosis","80/2163","120/4443",4.2524997997124e-05,0.000266347046278906,0.000150589776189137,"Ocrl/csw/dx/crq/RhoBTB/aux/numb/Reps/Uvrag/BicD/brat/hook/Nak/neur/CG8176/Mekk1/Rlip/Cortactin/CASK/WASp/cindr/dco/krz/EcR/EndoB/Smurf/cm/CG2258/Ppt1/AP-1gamma/Synj/Lis-1/Arf51F/O-fut1/drk/Rme-8/CG18659/Hrs/vap/Rab35/mim/CG41099/lt/spri/lap/Mer/step/psidin/mnb/Nedd4/Vps45/Rbsn-5/lqfR/tweek/Gprk2/nsl1/pyd/norpA/Eps-15/scrib/mib1/garz/AP-2alpha/Mcr/hep/g/Graf/CG32579/CG9132/wus/car/Cdc42/Tao/Hip1/ArfGAP1/SH3PX1/Cbl/Vps8/Su(dx)/aop",80
"3651","0-0","GO:0016358","dendrite development","69/2163","101/4443",4.32468219166473e-05,0.000270111435211238,0.000152718121499245,"G9a/CG11398/lva/Snr1/Gnf1/Sema1a/Tor/BuGZ/Nak/TrpRS/pum/Fmr1/Mical/Akt1/Pi3K92E/Dcr-1/spas/SMC1/CHORD/wts/EcR/sn/fs(1)h/Smox/dom/Bap55/Sema2a/Khc/Lis-1/chn/Sin1/CG6701/shn/E(Pc)/babo/pho/CG8765/Pten/mav/ena/Dref/tum/Nedd4/cwo/p120ctn/Dhc64C/CG42797/retn/Chi/S6k/lola/Adf1/HDAC1/Dlic/CG12717/rictor/Ulp1/Cdc42/trc/ftz-f1/CG9705/Abl/brm/Abp1/Ptp69D/Ube3a/nudE/Dronc/velo",69
"3652","0-0","GO:0045880","positive regulation of smoothened signaling pathway","32/2163","40/4443",4.38698056511732e-05,0.000273239235197836,0.00015448654621627,"lwr/mts/Pka-C1/bur/hyx/tws/Sulf1/Usp8/wdb/dco/botv/Smurf/Su(var)2-10/gish/cno/C3G/Pka-R1/Ubr3/nej/aPKC/Gprk2/Hipk/Sxl/CkIIalpha/ttv/Pi4KIIIalpha/Rap1/Usp7/CkIalpha/par-6/dlp/Tnpo",32
"3653","0-0","GO:0018212","peptidyl-tyrosine modification","17/2163","18/4443",4.57856151190719e-05,0.000283591787828933,0.000160339768940094,"Wee1/Btk29A/Fak/tor/Ptpmeg2/CG14408/Tpst/Ptpmeg/Csk/Src64B/Ack-like/Src42A/Ptp61F/Ack/hop/Abl/Cbl",17
"3654","0-0","GO:0032508","DNA duplex unwinding","17/2163","18/4443",4.57856151190719e-05,0.000283591787828933,0.000160339768940094,"CG11403/CG4078/Mcm2/RpA-70/Mcm5/Fancm/Mcm6/dpa/RecQ5/nbs/Xpd/rad50/Dsp1/Mcm3/Mcm7/RecQ4/Pif1",17
"3655","0-0","GO:0090068","positive regulation of cell cycle process","30/2163","37/4443",4.76449856045232e-05,0.000294293336496447,0.000166390310296692,"sgg/N/Mms19/Lam/aurB/bru1/Su(H)/twe/Abi/E2f1/Cdc16/stg/APC7/otu/APC4/CG6758/Lis-1/Mtor/Cul1/CycE/CG12179/Dhc64C/fzr/slmb/CycD/Myb/Gorab/ssp/RecQ4/Cdc27",30
"3656","0-0","GO:0008586","imaginal disc-derived wing vein morphogenesis","24/2163","28/4443",4.97732466935532e-05,0.000306125418452932,0.000173080043104214,"Snr1/Su(H)/ck/hyx/Ras85D/mor/H/heph/Bap170/shn/spen/Nedd4/Dys/osa/px/bs/Hipk/Lpt/elgi/brm/Gug/msk/Mad/Su(dx)",24
"3657","0-0","GO:0042330","taxis","103/2163","161/4443",4.98343704458262e-05,0.000306125418452932,0.000173080043104214,"DAAM/egh/boi/N/Ptp4E/dock/Ten-m/Rich/Snr1/Cont/Liprin-alpha/Sema1a/SCAR/Tor/Sos/dnt/CdGAPr/bur/Fmr1/Mical/Abi/put/msps/Sulf1/RhoGAP93B/XNP/spz/Sema1b/pod1/Nf-YC/Smox/Ppt1/fend/ras/CG10543/dom/Bap55/Sema2a/Khc/Lis-1/E(Pc)/wun2/Vang/babo/LRP1/tor/Ephrin/PlexB/chb/Dg/mud/zfh1/Med/nonA/for/Eph/ena/dlg1/spen/PlexA/fog/lap/jing/l(3)L1231/psidin/Nedd4/kuz/Ptpmeg/Tl/Src64B/norpA/retn/Chi/DIP2/Hipk/Src42A/ttv/kis/Sec15/Ptp61F/Pak/S6k/InR/Sac1/lola/trio/HDAC1/dsh/Ptp10D/bif/hep/Vav/Cdc42/Nup205/Abl/brm/dlp/fz/Ptp69D/E(z)/nmo/velo/slgA",103
"3658","0-0","GO:0051495","positive regulation of cytoskeleton organization","28/2163","34/4443",5.03690898715099e-05,0.000308562424527934,0.000174457900319202,"DAAM/Mms19/Lam/SCAR/dia/Jupiter/Abi/msps/Cortactin/spas/CHORD/WASp/dco/Naus/LRR/chb/Nup98-96/svr/CG12179/Vrp1/Nedd4/Ssrp/CG43658/nod/hep/Rok/Vav/Gorab",28
"3659","0-0","GO:0016441","post-transcriptional gene silencing","26/2163","31/4443",5.13532299045961e-05,0.000312876899364242,0.000176897258326172,"ssx/r2d2/pelo/piwi/Tailor/Iru/pum/Atx2/Cbp20/Dcr-1/Rox8/Marf1/Ars2/CG6701/drosha/mael/Cbp80/Dg/gw/DCP2/CG17168/AGO3/AGO1/Ge-1/jub/Helz",26
"3660","0-0","GO:0031124","mRNA 3'-end processing","26/2163","31/4443",5.13532299045961e-05,0.000312876899364242,0.000176897258326172,"MTPAP/Clp/Wdr33/Sym/Fip1/x16/Rsf1/CG15160/swm/Tailor/hyx/Fmr1/Nab2/Cpsf100/Slbp/hrg/cbc/Cpsf160/Srp54/B52/orb/wisp/Pcf11/SF2/CG9018/Cpsf6",26
"3661","0-0","GO:0009792","embryo development ending in birth or egg hatching","78/2163","117/4443",5.29862568879634e-05,0.000321949104351865,0.000182026586162597,"sgg/N/lwr/l(2)gl/Wee1/Rab30/Btk29A/barr/dia/pum/Ras85D/jumu/yrt/Lkb1/put/Cp190/faf/EcR/sced/Eb1/lolal/Smurf/Sema1b/Cdc7/Bx42/shg/RhoGEF2/Rif1/chn/shn/Jra/arm/mbc/alpha-Cat/Mtl/slpr/zfh1/thr/chrb/ena/gw/dlg1/lark/Hakai/Deaf1/alph/step/cno/crb/pyd/CycB/scrib/Ack-like/Src42A/PDZ-GEF/Mcr/Pak/InR/Sac1/Rap1/msn/Eip63E/Ack/dsh/hep/Rok/Vav/Cdc42/pcm/ash1/Abl/Smn/scyl/Dronc/Nmt/Tak1/ed/aop",78
"3662","0-0","GO:0030010","establishment of cell polarity","35/2163","45/4443",5.72935681975592e-05,0.000346238968891196,0.000195759816231205,"sgg/l(2)gl/mts/aurA/yrt/Lkb1/msps/asp/pins/Lis-1/Khc-73/ana2/Dg/mud/Slik/dlg1/CG6664/cta/cno/Dys/Dhc64C/aPKC/scrib/Pi4KIIIalpha/slmb/dsh/Klp10A/nod/baz/par-6/Cdc42/fz/DCTN1-p150/nudE/Galphai",35
"3663","0-0","GO:0035218","leg disc development","35/2163","45/4443",5.72935681975592e-05,0.000346238968891196,0.000195759816231205,"N/RhoGAP5A/skd/CG5708/Sos/Su(H)/hyx/Ras85D/Dl/RhoGAP92B/RhoGAP54D/arr/lgs/Med/ovo/jing/CG42674/osa/CG43658/tgo/Bx/Pak/Dsp1/trio/hop/Drak/kto/ftz-f1/RhoGAP71E/wls/Cdk8/Gug/RhoGAP19D/Mad/Su(dx)",35
"3664","0-0","GO:0051240","positive regulation of multicellular organismal process","75/2163","112/4443",5.86352881221449e-05,0.000353392194719989,0.000199804173740094,"G9a/Raf/N/lva/cv/Mkrn1/homer/Tor/bgm/Nf-YB/Ras85D/Fmr1/Arfip/Akt1/Pak3/RhoGAP92B/Pi3K92E/p53/Rassf/spas/EcR/stau/Snx16/Top3beta/Smox/BTBD9/Lis-1/Sin1/Jra/Vang/babo/sax/PlexB/ari-1/Nup154/mbt/Arp2/Med/tral/dlg1/Pink1/Sting/PlexA/step/mnb/Nedd4/bun/Mob4/zld/lic/aPKC/yki/Pdk1/Hipk/mld/kis/wap/Pak/InR/trio/dsh/rictor/Nca/Smn/hzg/fz/DCTN1-p150/Abp1/RIOK1/simj/nudE/RasGAP1/nmo/Mad/cpb",75
"3665","0-0","GO:0006935","chemotaxis","92/2163","142/4443",6.23167647158091e-05,0.000374570661033734,0.000211778252472232,"DAAM/egh/boi/N/Ptp4E/dock/Ten-m/Rich/Snr1/Cont/Liprin-alpha/Sema1a/SCAR/Tor/Sos/dnt/CdGAPr/bur/Fmr1/Mical/Abi/put/msps/Sulf1/RhoGAP93B/XNP/spz/Sema1b/pod1/Nf-YC/Smox/Ppt1/fend/ras/dom/Bap55/Sema2a/Khc/Lis-1/E(Pc)/wun2/Vang/babo/LRP1/Ephrin/PlexB/chb/Dg/mud/zfh1/Med/for/Eph/ena/spen/PlexA/fog/jing/psidin/Nedd4/kuz/Ptpmeg/Tl/Src64B/retn/Chi/DIP2/Src42A/ttv/kis/Sec15/Ptp61F/Pak/S6k/InR/Sac1/lola/trio/HDAC1/dsh/Ptp10D/bif/hep/Vav/Cdc42/Abl/brm/dlp/fz/Ptp69D/E(z)/velo",92
"3666","0-0","GO:0071363","cellular response to growth factor stimulus","43/2163","58/4443",6.3666020467455e-05,0.00038165475004083,0.000215783520760303,"csw/Raf/Ptp4E/cv/lwr/CG13398/Sos/Ras85D/put/Tsc1/lili/gro/Cul2/botv/Smurf/Smox/Dsor1/Zpr1/Lis-1/drk/shn/babo/sax/vap/Med/mav/kek5/Src64B/MAN1/ttv/Ote/Ptp61F/PRAS40/Ack/Ptp10D/Tao/dlp/Ube3a/RasGAP1/pbl/Dd/Mad/aop",43
"3667","0-0","GO:0009057","macromolecule catabolic process","202/2163","344/4443",6.49099546317097e-05,0.000388071279562842,0.000219411358043016,"su(sable)/MTPAP/inc/Edem1/wds/sgg/Usp16-45/Usp30/CG13690/CG5199/trbl/CSN3/CG7611/Rich/Atg17/Rga/Skp2/CG13994/CG11070/cort/Rca1/Rat1/Cks30A/pelo/Pka-C1/STUB1/Ufd4/CG6729/piwi/Tor/CG9934/Edem2/fzy/Faf2/Tailor/CG10435/pum/Kcmf1/trbd/FBXO11/Fmr1/CG3061/put/CG6966/CG6171/Rpb7/spn-E/IKKbeta/m-cup/CG5823/WRNexo/CG4538/Usp8/Bdbt/CG13850/Dcr-1/Cdc16/Hrd3/twin/CG13605/Nab2/puf/Trf4-2/Ythdf/Smg6/Tnks/CG5003/Apc/Usp1/alpha-Man-Ib/Cul5/Trc8/Cnx99A/Atg16/dco/faf/Cul2/Marf1/Not3/Smurf/APC7/UbcE2H/Smox/Trf4-1/Ppt1/APC4/Zpr1/stx/CG6758/ari-2/CG30105/casp/Diap2/Usp20-33/Fsn/CG17019/muskelin/DUBAI/Drep1/EndoG/CG9003/Fbl6/dmpd/Uba1/babo/gcl/Cul4/Cul1/drosha/Rad23/ari-1/Ubc10/Cbp80/gus/CG8405/osk/Npl4/gw/DCP2/Son/Pink1/nopo/Tis11/CG8188/CG33969/CG34401/Not1/snama/Ubi-p5E/AGO3/Clbn/Nedd4/crb/ctrip/scny/Atg1/pic/Ubr3/hpo/CG42797/RanBPM/Ltn1/fzr/AGO1/RYBP/l(2)dtl/mr/Not11/CG3356/Usp15-31/Dis3l2/Usp10/sqd/ebi/CkIIalpha/rdx/Patr-1/GlyS/Bruce/Topors/rump/slmb/Ge-1/Herc4/Cht2/CG1317/Atg2/PAN3/Usp5/ago/CG2247/Usp7/CkIalpha/CG11164/shtd/HUWE1/Rai1/Ubr1/CG15814/Mvb12/Rcd-1/Ubqn/pcm/Rnf146/not/Edc3/Ndfip/CG9705/roq/Pop2/Ube3a/CG5087/CG4911/smg/Cbl/CG7546/Cdc27/CG4603/CG3165/CG4238/Su(dx)/Plap",202
"3668","0-0","GO:0008593","regulation of Notch signaling pathway","33/2163","42/4443",6.52007942366815e-05,0.000388770602435253,0.000219806747728434,"dx/l(2)gl/Akap200/numb/Sirt1/Uvrag/Su(H)/Nak/neur/Tsp86D/H/shams/CycG/krz/amx/O-fut1/Gmd/htk/rumi/Nedd4/crb/Eps-15/Hipk/Usp10/mib1/ebi/sno/msn/Ndfip/Cbl/ed/insv/Su(dx)",33
"3669","0-0","GO:0010628","positive regulation of gene expression","80/2163","121/4443",6.63469086157047e-05,0.000394552360810414,0.000223075692182143,"png/N/tyf/Spt6/lwr/Pitslre/Mkrn1/dgrn/tub/senju/Hrb27C/Pka-C1/swm/cad/CG7483/pum/Fmr1/rin/omd/Hrb87F/Atx2/MRG15/Rpb7/IKKbeta/Mekk1/Pi3K92E/E2f1/p53/Pli/PQBP1/Nup358/spz/Hrb98DE/DMAP1/CG3198/HP1b/Diap2/Dp/Mef2/nito/Kdm4A/pho/MED26/Nup98-96/Ptip/Phf7/lark/Sting/Dref/Nipped-B/Tab2/p/zld/dl/wisp/vtd/larp/Gprk2/Tl/CNBP/CG4612/Hipk/spoon/Sxl/gpp/Doa/vas/lola/Herc4/Larp4B/Bap60/hep/g/RpIIIC160/CG11679/ash1/FoxK/Uba2/Tak1/aop",80
"3670","0-0","GO:0019827","stem cell population maintenance","55/2163","78/4443",6.71317398710472e-05,0.00039710732897265,0.000224520243901776,"sgg/N/Parg/CG4078/CSN3/Snr1/Rga/lid/pelo/pie/piwi/bru1/fzy/neur/put/Dl/H/Pi3K92E/lili/His2Av/ball/Hrb98DE/Tif-IA/shg/dom/Lis-1/mam/sax/chb/mael/arm/Nup98-96/Med/CycE/Stat92E/Son/fax/scny/nsl1/AGO1/bel/enok/PDZ-GEF/Ote/da/S6k/InR/Rap2l/stet/Rap1/dsh/hop/stwl/Mad/lilli",55
"3671","0-0","GO:0098727","maintenance of cell number","55/2163","78/4443",6.71317398710472e-05,0.00039710732897265,0.000224520243901776,"sgg/N/Parg/CG4078/CSN3/Snr1/Rga/lid/pelo/pie/piwi/bru1/fzy/neur/put/Dl/H/Pi3K92E/lili/His2Av/ball/Hrb98DE/Tif-IA/shg/dom/Lis-1/mam/sax/chb/mael/arm/Nup98-96/Med/CycE/Stat92E/Son/fax/scny/nsl1/AGO1/bel/enok/PDZ-GEF/Ote/da/S6k/InR/Rap2l/stet/Rap1/dsh/hop/stwl/Mad/lilli",55
"3672","0-0","GO:0007465","R7 cell fate commitment","19/2163","21/4443",6.75479326048916e-05,0.00039851497969535,0.000225316114590959,"csw/Raf/mts/Sos/Ras85D/cdi/mask/Dsor1/drk/alph/Src64B/Src42A/PDZ-GEF/Rap1/dos/sl/RasGAP1/Cbl/aop",19
"3673","0-0","GO:0032270","positive regulation of cellular protein metabolic process","94/2163","146/4443",7.43286751990634e-05,0.000437365573013436,0.000247281825246746,"G9a/png/trr/wds/sgg/tyf/trbl/Mkrn1/Atg17/senju/Ncoa6/cort/Hrb27C/Pka-C1/Ndf/STUB1/RnrL/Ufd4/Tor/fzy/lok/pum/Kcmf1/Fmr1/Abi/MRG15/Rpb7/Mekk1/Pi3K92E/p53/CG13605/PQBP1/Tnks/Hrb98DE/Drice/dco/krz/Cul2/UbcE2H/ari-2/Diap2/Sin1/SCCRO3/muskelin/RnrS/Fbl6/Cul1/ari-1/CG8405/mav/Slik/Ada2b/lark/Mer/IKKepsilon/step/Mob2/Mob3/bora/scny/Incenp/Atg13/hpo/lic/larp/RanBPM/fzr/Rabex-5/Rtf1/CNBP/yki/CG4612/Lpt/ebi/spoon/vas/slmb/Larp4B/Claspin/CDK2AP1/CkIalpha/RpIIIC160/CG11679/Ankle2/Cdc42/SCCRO4/Rnf146/Ndfip/gnu/CG8009/E(z)/Dronc/CG4911/Atxn7",94
"3674","0-0","GO:0007447","imaginal disc pattern formation","41/2163","55/4443",7.63515500440627e-05,0.00044808941180715,0.000253344969202706,"boi/N/CG11399/skd/disp/chm/mts/Pka-C1/Su(H)/cad/CG1943/Ras85D/tws/put/Sulf1/Dl/H/Apc/dom/arr/shn/sax/nito/lgs/Ptip/CG8405/Nipped-A/Ada2b/spen/nuf/jing/crb/osa/cic/sno/rasp/dlp/nmo/Mad/lilli/Su(dx)",41
"3675","0-0","GO:0009953","dorsal/ventral pattern formation","66/2163","97/4443",7.6997624332003e-05,0.0004506981361423,0.000254819914088552,"csw/Raf/N/CG11399/skd/tub/chm/mts/Su(H)/wek/cact/BicD/CG1943/Fmr1/rin/put/ea/spn-E/Sulf1/sll/Dl/H/loco/spz/spn-A/faf/lolal/Dsor1/flw/Khc/krimp/Lis-1/Dp/shn/sax/mael/Cf2/CG8405/orb/Med/lig/tral/nuf/glo/crb/dl/clos/Dhc64C/osa/Tl/cic/milt/egl/sqd/jvl/spoon/CkIIalpha/sno/enc/dlp/Cbl/nmo/cactin/lilli/Su(dx)/S",66
"3676","0-0","GO:0097485","neuron projection guidance","90/2163","139/4443",7.74793427653015e-05,0.000452333708676799,0.000255744649336614,"DAAM/egh/boi/N/Ptp4E/dock/Ten-m/Rich/Snr1/Cont/Liprin-alpha/Sema1a/SCAR/Tor/Sos/dnt/CdGAPr/bur/Fmr1/Mical/Abi/put/msps/Sulf1/RhoGAP93B/XNP/spz/Sema1b/pod1/Nf-YC/Smox/Ppt1/fend/ras/dom/Bap55/Sema2a/Khc/Lis-1/E(Pc)/Vang/babo/LRP1/Ephrin/PlexB/chb/Dg/mud/zfh1/Med/for/Eph/ena/spen/PlexA/fog/jing/psidin/Nedd4/kuz/Ptpmeg/Src64B/retn/Chi/DIP2/Src42A/ttv/kis/Sec15/Ptp61F/Pak/S6k/InR/Sac1/lola/trio/HDAC1/dsh/Ptp10D/bif/hep/Vav/Cdc42/Abl/brm/dlp/fz/Ptp69D/E(z)/velo",90
"3677","0-0","GO:0045859","regulation of protein kinase activity","36/2163","47/4443",7.99987479043086e-05,0.000465826042484464,0.000263373070814349,"sgg/l(2)gl/trbl/Atg17/Wee1/CycY/ics/CG10376/Abi/Hexim/Pi3K92E/CycB3/CycG/sws/Pten/dap/CycJ/CycE/CG14408/CG40191/step/Pka-R1/bora/Incenp/Atg13/Cdk7/CycB/SNF4Agamma/PRAS40/Claspin/CycD/par-6/Cdc42/gnu/CycA/Cbl",36
"3678","0-0","GO:0031047","gene silencing by RNA","29/2163","36/4443",8.04334795250956e-05,0.000465930725953663,0.000263432257730133,"r2d2/piwi/Tailor/Iru/FBXO11/Fmr1/Atx2/Cbp20/Dcr-1/Rox8/Ars2/CG6701/drosha/mael/Cbp80/Dg/CycJ/gw/DCP2/CG17168/p/egg/AGO3/AGO1/Ge-1/jub/g/arx/Helz",29
"3679","0-0","GO:0090263","positive regulation of canonical Wnt signaling pathway","29/2163","36/4443",8.04334795250956e-05,0.000465930725953663,0.000263432257730133,"skd/Wnk/mts/CycY/hyx/hyd/trbd/tws/Ssdp/Usp8/Tnks/dco/botv/flw/nito/ewg/CtBP/spen/gish/nej/Hipk/ebd1/ttv/Eip63E/Kap3/kto/Rnf146/dlp/Klp64D",29
"3680","0-0","GO:0010975","regulation of neuron projection development","44/2163","60/4443",8.15081516591754e-05,0.000470935987364124,0.000266262179090629,"G9a/DAAM/Rtca/lva/Sema1a/Fmr1/Akt1/Pi3K92E/spas/CHORD/Ythdf/ssh/wts/Sema1b/RhoGEF2/Sema2a/Lis-1/Vang/PlexB/Pten/mav/PlexA/Nedd4/CG42797/Pak/LIMK1/Adf1/trio/HDAC1/Dlic/dsh/bif/HUWE1/Rok/RhoGAPp190/rictor/Cdc42/trc/Abl/fz/DCTN1-p150/Abp1/nudE/pbl",44
"3681","0-0","GO:0008293","torso signaling pathway","21/2163","24/4443",8.17882712466414e-05,0.000471336532235799,0.000266488642884472,"fs(1)N/csw/Raf/fs(1)M3/Sos/bcd/Ras85D/gro/krz/Dsor1/drk/gcl/tor/Hrs/vap/clos/cic/Src64B/Rap1/dos/RasGAP1",21
"3682","0-0","GO:1902533","positive regulation of intracellular signal transduction","78/2163","118/4443",8.26534984015058e-05,0.000473472363172834,0.000267696218892088,"CG3630/Raf/l(2)gl/CG7369/PEK/Pez/Fgop2/Mnn1/Pka-C1/Ced-12/Tor/Sos/cyst/Nf-YB/RtGEF/M1BP/Ras85D/Akt1/IKKbeta/Sur-8/Mekk1/Pi3K92E/Efa6/Tsc1/Rox8/Lnk/Wdr24/dco/CycG/olf186-F/RhoGEF2/ave/Sin1/drk/Mos/Mtor/tor/mbc/betaggt-I/slpr/lig/Slmap/RhoGAP1A/Mer/step/Clbn/Mob4/crb/slim/CG42674/Gprk2/Csk/kibra/sigmar/Pdk1/CG7028/Hipk/hppy/CG43658/rdx/Src42A/InR/elgi/trio/Rap1/msn/Strip/CycD/wcy/Socs16D/Vav/rictor/Cdc42/Tao/Ilp8/Tak1/ed/mio",78
"3683","0-0","GO:0048813","dendrite morphogenesis","63/2163","92/4443",8.32011103507249e-05,0.000473472363172834,0.000267696218892088,"G9a/CG11398/lva/Snr1/Gnf1/Sema1a/Tor/BuGZ/Nak/TrpRS/pum/Fmr1/Mical/Pi3K92E/Dcr-1/spas/SMC1/wts/EcR/fs(1)h/Smox/dom/Bap55/Sema2a/Khc/Lis-1/chn/Sin1/CG6701/shn/E(Pc)/babo/pho/CG8765/ena/Dref/tum/Nedd4/cwo/p120ctn/Dhc64C/CG42797/retn/Chi/S6k/lola/HDAC1/Dlic/CG12717/rictor/Ulp1/Cdc42/trc/ftz-f1/CG9705/Abl/brm/Abp1/Ptp69D/Ube3a/nudE/Dronc/velo",63
"3684","0-0","GO:0031023","microtubule organizing center organization","47/2163","65/4443",8.40323225127443e-05,0.000473472363172834,0.000267696218892088,"Wee1/mts/emb/Sas-4/tws/aurA/msps/CHORD/asp/stg/dgt6/ncd/Map205/Khc/Lis-1/Rcd1/ana2/chb/mael/polo/Cp110/CG12179/cnn/CG17493/Plp/cbs/gwl/gammaTub23C/asl/grp/Dhc64C/Rcd5/ens/ana3/Topors/slmb/Cnb/Klp10A/Myb/par-6/Grip84/Gorab/spd-2/DCTN1-p150/Poc1/nudE/Klp67A",47
"3685","0-0","GO:0061351","neural precursor cell proliferation","47/2163","65/4443",8.40323225127443e-05,0.000473472363172834,0.000267696218892088,"N/l(2)gl/Snr1/mts/numb/brat/Zif/hb/tws/Fmr1/Lkb1/flfl/msps/mor/loco/p53/pins/Apc/wts/Smox/ric8a/Lis-1/clu/babo/ana2/mud/polo/cnn/bun/Mob4/zld/hpo/Dhc64C/aPKC/osa/enok/InR/Mcm3/HDAC1/Bap60/baz/par-6/Cdc42/brm/CycA/E(z)/Galphai",47
"3686","0-0","GO:0006476","protein deacetylation","13/2163","13/4443",8.469988607743e-05,0.000473472363172834,0.000267696218892088,"CG31875/Sirt1/MRG15/Sirt2/CG1620/HDAC4/CoRest/ebi/HDAC1/Brms1/HDAC6/CG14220/msl-3",13
"3687","0-0","GO:0014017","neuroblast fate commitment","13/2163","13/4443",8.469988607743e-05,0.000473472363172834,0.000267696218892088,"N/brat/hb/neur/Dl/amx/mam/arm/CycE/spen/kuz/osa/da",13
"3688","0-0","GO:0016575","histone deacetylation","13/2163","13/4443",8.469988607743e-05,0.000473472363172834,0.000267696218892088,"CG31875/Sirt1/MRG15/Sirt2/CG1620/HDAC4/CoRest/ebi/HDAC1/Brms1/HDAC6/CG14220/msl-3",13
