Tissue,Module,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,Count
body,3,GO:0031329,regulation of cellular catabolic process,26/356,182/4443,0.002399201703235002,0.013315207035778546,0.009033724969407672,26
body,3,GO:0000910,cytokinesis,14/356,76/4443,0.0024324749676163577,0.013459206372021835,0.009131421565179987,14
body,3,GO:0061640,cytoskeleton-dependent cytokinesis,13/356,68/4443,0.0024444998020240294,0.013485123532486914,0.009149005106990519,13
body,3,GO:0198738,cell-cell signaling by wnt,15/356,85/4443,0.0026773430080701166,0.01472538654438564,0.009990463667050167,15
body,3,GO:0044837,actomyosin contractile ring organization,7/356,25/4443,0.0027053970768904033,0.014835266955963197,0.010065012220073017,7
body,3,GO:0002682,regulation of immune system process,22/356,147/4443,0.002847698275306777,0.015489376976700624,0.010508794281530837,22
body,3,GO:0048638,regulation of developmental growth,22/356,147/4443,0.002847698275306777,0.015489376976700624,0.010508794281530837,22
body,3,GO:0046530,photoreceptor cell differentiation,19/356,120/4443,0.0028499779086144862,0.015489376976700624,0.010508794281530837,19
body,3,GO:0071897,DNA biosynthetic process,8/356,32/4443,0.002980932176484333,0.016105801200593295,0.01092700834971347,8
body,3,GO:0090287,regulation of cellular response to growth factor stimulus,8/356,32/4443,0.002980932176484333,0.016105801200593295,0.01092700834971347,8
body,3,GO:0097435,supramolecular fiber organization,26/356,185/4443,0.0030253642513788878,0.016297929999363685,0.011057358461591615,26
body,3,GO:0000226,microtubule cytoskeleton organization,29/356,214/4443,0.003087812033068582,0.016502889199121056,0.011196413380946811,29
body,3,GO:0010647,positive regulation of cell communication,35/356,273/4443,0.0030903613960248464,0.016502889199121056,0.011196413380946811,35
body,3,GO:0023056,positive regulation of signaling,35/356,273/4443,0.0030903613960248464,0.016502889199121056,0.011196413380946811,35
body,3,GO:0030100,regulation of endocytosis,10/356,47/4443,0.0033877710198667497,0.018038653227522374,0.012238355110670425,10
body,3,GO:0000288,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",7/356,26/4443,0.0034524087427348893,0.01827687279655329,0.01239997558440197,7
body,3,GO:0090090,negative regulation of canonical Wnt signaling pathway,7/356,26/4443,0.0034524087427348893,0.01827687279655329,0.01239997558440197,7
body,3,GO:0034502,protein localization to chromosome,5/356,14/4443,0.0035047520314697767,0.01850065943048845,0.012551804008651591,5
body,3,GO:0045880,positive regulation of smoothened signaling pathway,9/356,40/4443,0.003604861740872942,0.01897458744407907,0.012873341279425616,9
body,3,GO:0051338,regulation of transferase activity,13/356,71/4443,0.0036351857659007356,0.019079532148456146,0.01294454119346307,13
body,3,GO:2000177,regulation of neural precursor cell proliferation,8/356,33/4443,0.0036662426268288285,0.019187714260639768,0.013017937532359676,8
body,3,GO:0002164,larval development,17/356,105/4443,0.0036897702493159405,0.019255988488617565,0.013064258299013379,17
body,3,GO:0030717,oocyte karyosome formation,6/356,20/4443,0.0037365381891393237,0.019335269446335034,0.01311804660026971,6
body,3,GO:0061988,karyosome formation,6/356,20/4443,0.0037365381891393237,0.019335269446335034,0.01311804660026971,6
body,3,GO:0090288,negative regulation of cellular response to growth factor stimulus,6/356,20/4443,0.0037365381891393237,0.019335269446335034,0.01311804660026971,6
body,3,GO:0046552,photoreceptor cell fate commitment,10/356,48/4443,0.0039822388310820425,0.020548799810948627,0.013941368350092073,10
body,3,GO:0007264,small GTPase mediated signal transduction,17/356,106/4443,0.00408085980427309,0.020998709973248368,0.014246610668610759,17
body,3,GO:0043543,protein acylation,13/356,72/4443,0.004123332238379628,0.021157992519283176,0.014354676184185474,13
body,3,GO:0007420,brain development,12/356,64/4443,0.004195641100963978,0.021469060452564977,0.0145657207551425,12
body,3,GO:0030178,negative regulation of Wnt signaling pathway,7/356,27/4443,0.004346793278313781,0.022180720145173374,0.015048547489834843,7
body,3,GO:1902531,regulation of intracellular signal transduction,31/356,239/4443,0.0044316871180097046,0.02255127212128484,0.015299949111309198,31
body,3,GO:0045132,meiotic chromosome segregation,8/356,34/4443,0.004467421107788866,0.022670310980685487,0.015380711228909617,8
body,3,GO:0008284,positive regulation of cell population proliferation,10/356,49/4443,0.004656291560263307,0.023563657289817342,0.015986803559088752,10
body,3,GO:0061351,neural precursor cell proliferation,12/356,65/4443,0.0047845825787522014,0.024146368673537894,0.01638214509324062,12
body,3,GO:0007354,"zygotic determination of anterior/posterior axis, embryo",5/356,15/4443,0.004916717079461077,0.02461037949583106,0.01669695402863019,5
body,3,GO:0030522,intracellular receptor signaling pathway,5/356,15/4443,0.004916717079461077,0.02461037949583106,0.01669695402863019,5
body,3,GO:0051054,positive regulation of DNA metabolic process,5/356,15/4443,0.004916717079461077,0.02461037949583106,0.01669695402863019,5
body,3,GO:0009620,response to fungus,9/356,42/4443,0.005097073570744556,0.025443815623526492,0.017262400193825956,9
body,3,GO:0050770,regulation of axonogenesis,8/356,35/4443,0.005396681270755833,0.02676690681460866,0.018160053673607797,8
body,3,GO:0000086,G2/M transition of mitotic cell cycle,7/356,28/4443,0.005405836923364079,0.02676690681460866,0.018160053673607797,7
body,3,GO:0046532,regulation of photoreceptor cell differentiation,7/356,28/4443,0.005405836923364079,0.02676690681460866,0.018160053673607797,7
body,3,GO:0006997,nucleus organization,11/356,58/4443,0.005508013448916771,0.026991927485200518,0.01831271933213616,11
body,3,GO:0043549,regulation of kinase activity,11/356,58/4443,0.005508013448916771,0.026991927485200518,0.01831271933213616,11
body,3,GO:0071363,cellular response to growth factor stimulus,11/356,58/4443,0.005508013448916771,0.026991927485200518,0.01831271933213616,11
body,3,GO:0080134,regulation of response to stress,27/356,203/4443,0.00551005596458911,0.026991927485200518,0.01831271933213616,27
body,3,GO:0006796,phosphate-containing compound metabolic process,54/356,483/4443,0.005704543667341068,0.027870337013046653,0.018908677777524707,54
body,3,GO:0016572,histone phosphorylation,4/356,10/4443,0.005767209487634352,0.027879904812590277,0.01891516906747666,4
body,3,GO:0033962,P-body assembly,4/356,10/4443,0.005767209487634352,0.027879904812590277,0.01891516906747666,4
body,3,GO:0045501,regulation of sevenless signaling pathway,4/356,10/4443,0.005767209487634352,0.027879904812590277,0.01891516906747666,4
body,3,GO:0061647,histone H3-K9 modification,4/356,10/4443,0.005767209487634352,0.027879904812590277,0.01891516906747666,4
body,3,GO:0001738,morphogenesis of a polarized epithelium,12/356,67/4443,0.006160036570850917,0.0297007537549951,0.02015052714432238,12
body,3,GO:0045787,positive regulation of cell cycle,10/356,51/4443,0.006271597457770315,0.03015948829823055,0.020461756379167962,10
body,3,GO:0070848,response to growth factor,11/356,59/4443,0.0062984353768732754,0.03020946680761412,0.020495664384273627,11
body,3,GO:0007017,microtubule-based process,32/356,255/4443,0.0063908213422950375,0.030572757306760377,0.020742139444290913,32
body,3,GO:1902532,negative regulation of intracellular signal transduction,15/356,93/4443,0.0064523163051808784,0.030774762101774832,0.020879189942699137,15
body,3,GO:0007480,imaginal disc-derived leg morphogenesis,8/356,36/4443,0.006466553168908593,0.030774762101774832,0.020879189942699137,8
body,3,GO:0034655,nucleobase-containing compound catabolic process,16/356,102/4443,0.00655877649175574,0.03113300365724882,0.02112223953825322,16
body,3,GO:0051640,organelle localization,21/356,148/4443,0.006635594565752762,0.03126873270531606,0.02121432514287839,21
body,3,GO:0061525,hindgut development,7/356,29/4443,0.006647162990507951,0.03126873270531606,0.02121432514287839,7
body,3,GO:0007406,negative regulation of neuroblast proliferation,5/356,16/4443,0.006689500246700715,0.03126873270531606,0.02121432514287839,5
body,3,GO:0007549,dosage compensation,5/356,16/4443,0.006689500246700715,0.03126873270531606,0.02121432514287839,5
body,3,GO:0031058,positive regulation of histone modification,5/356,16/4443,0.006689500246700715,0.03126873270531606,0.02121432514287839,5
body,3,GO:2000178,negative regulation of neural precursor cell proliferation,5/356,16/4443,0.006689500246700715,0.03126873270531606,0.02121432514287839,5
body,3,GO:0098542,defense response to other organism,28/356,216/4443,0.0067785986324963845,0.03160478600988796,0.021442321081687737,28
body,3,GO:0065009,regulation of molecular function,30/356,236/4443,0.006818437478660101,0.03171004974252811,0.021513737440995495,30
body,3,GO:0006915,apoptotic process,20/356,139/4443,0.006835954912170689,0.03171123528701403,0.021514541775678086,20
body,3,GO:0030111,regulation of Wnt signaling pathway,12/356,68/4443,0.006956223021313805,0.03218786319937899,0.021837910797389757,12
body,3,GO:0016319,mushroom body development,9/356,44/4443,0.007028788319749149,0.03236061188816839,0.021955112440530257,9
body,3,GO:0032386,regulation of intracellular transport,9/356,44/4443,0.007028788319749149,0.03236061188816839,0.021955112440530257,9
body,3,GO:0006793,phosphorus metabolic process,54/356,488/4443,0.007052449500989514,0.03238837433329435,0.02197394791887259,54
body,3,GO:0007265,Ras protein signal transduction,15/356,94/4443,0.007133480256896866,0.0325975204774118,0.02211584347778447,15
body,3,GO:0016049,cell growth,15/356,94/4443,0.007133480256896866,0.0325975204774118,0.02211584347778447,15
body,3,GO:0051674,localization of cell,27/356,207/4443,0.00717079505128513,0.03268672582930716,0.0221763650012318,27
body,3,GO:0008285,negative regulation of cell population proliferation,10/356,52/4443,0.007227586672841554,0.032864051282202815,0.02229667175780198,10
body,3,GO:0007478,leg disc morphogenesis,8/356,37/4443,0.007689794886596547,0.03474512920741994,0.02357289229096938,8
body,3,GO:0090068,positive regulation of cell cycle process,8/356,37/4443,0.007689794886596547,0.03474512920741994,0.02357289229096938,8
body,3,GO:0006952,defense response,29/356,228/4443,0.007698022638769688,0.03474512920741994,0.02357289229096938,29
body,3,GO:0001754,eye photoreceptor cell differentiation,16/356,104/4443,0.007919255895169447,0.03551262210600376,0.024093599159675932,16
body,3,GO:0007266,Rho protein signal transduction,6/356,23/4443,0.007926061547883256,0.03551262210600376,0.024093599159675932,6
body,3,GO:0046822,regulation of nucleocytoplasmic transport,6/356,23/4443,0.007926061547883256,0.03551262210600376,0.024093599159675932,6
body,3,GO:0007163,establishment or maintenance of cell polarity,20/356,141/4443,0.00800945741933188,0.03571207106629287,0.02422891564764677,20
body,3,GO:0071495,cellular response to endogenous stimulus,20/356,141/4443,0.00800945741933188,0.03571207106629287,0.02422891564764677,20
body,3,GO:0000212,meiotic spindle organization,7/356,30/4443,0.008088562129859572,0.03589010976637318,0.02434970630798834,7
body,3,GO:0044839,cell cycle G2/M phase transition,7/356,30/4443,0.008088562129859572,0.03589010976637318,0.02434970630798834,7
body,3,GO:0007610,behavior,31/356,249/4443,0.008107999756692907,0.03589010976637318,0.02434970630798834,31
body,3,GO:0030010,establishment of cell polarity,9/356,45/4443,0.008183332625552098,0.03613649527196924,0.024516866975338274,9
body,3,GO:0019827,stem cell population maintenance,13/356,78/4443,0.00827519829354401,0.036356686909990346,0.02466625636846608,13
body,3,GO:0098727,maintenance of cell number,13/356,78/4443,0.00827519829354401,0.036356686909990346,0.02466625636846608,13
body,3,GO:0009950,dorsal/ventral axis specification,10/356,53/4443,0.00829257039482088,0.036356686909990346,0.02466625636846608,10
body,3,GO:0006282,regulation of DNA repair,4/356,11/4443,0.0084973076946754985,0.03716560532171164,0.025215068447357873,4
body,3,GO:0032535,regulation of cellular component size,17/356,114/4443,0.008601086551744167,0.037506286257895656,0.025446204010743174,17
body,3,GO:0051247,positive regulation of protein metabolic process,22/356,161/4443,0.008616033097894374,0.037506286257895656,0.025446204010743174,22
body,3,GO:0010927,cellular component assembly involved in morphogenesis,16/356,105/4443,0.008679612865210545,0.037693732466647215,0.025573377211420396,16
body,3,GO:0006378,mRNA polyadenylation,5/356,17/4443,0.008865801485965451,0.03832112312874949,0.02599903147834822,5
body,3,GO:0018108,peptidyl-tyrosine phosphorylation,5/356,17/4443,0.008865801485965451,0.03832112312874949,0.02599903147834822,5
body,3,GO:0044087,regulation of cellular component biogenesis,27/356,211/4443,0.0092264548580477,0.03978637928223856,0.0269931370198381,27
body,3,GO:0045732,positive regulation of protein catabolic process,10/356,54/4443,0.009474285507159227,0.04075939690082318,0.027653282486075497,10
body,3,GO:0071900,regulation of protein serine/threonine kinase activity,7/356,31/4443,0.009747820599813394,0.041838192621161695,0.028385193286224936,7
body,3,GO:0008589,regulation of smoothened signaling pathway,12/356,71/4443,0.009839186863801105,0.0420752167829896,0.028546002733896625,12
body,3,GO:0051294,establishment of spindle orientation,6/356,24/4443,0.009871757448812475,0.0420752167829896,0.028546002733896625,6
body,3,GO:1903320,regulation of protein modification by small protein conjugation or removal,6/356,24/4443,0.009871757448812475,0.0420752167829896,0.028546002733896625,6
body,3,GO:0009719,response to endogenous stimulus,20/356,144/4443,0.010071782230785989,0.04282838879155987,0.029056993570298763,20
body,3,GO:0007623,circadian rhythm,13/356,80/4443,0.01022429462539939,0.04327656503884488,0.029361059511212415,13
body,3,GO:0048511,rhythmic process,13/356,80/4443,0.01022429462539939,0.04327656503884488,0.029361059511212415,13
body,3,GO:0030097,hemopoiesis,10/356,55/4443,0.010780553230791166,0.045526152379226144,0.03088729588688867,10
body,3,GO:0002376,immune system process,30/356,244/4443,0.010855784310391657,0.04568999262239318,0.030998453579871944,30
body,3,GO:0000075,cell cycle checkpoint signaling,9/356,47/4443,0.010918838737741212,0.04568999262239318,0.030998453579871944,9
body,3,GO:0042063,gliogenesis,9/356,47/4443,0.010918838737741212,0.04568999262239318,0.030998453579871944,9
body,3,GO:0045859,regulation of protein kinase activity,9/356,47/4443,0.010918838737741212,0.04568999262239318,0.030998453579871944,9
body,3,GO:0048870,cell motility,26/356,204/4443,0.011072822346352762,0.04622903329602278,0.0313641666461284,26
body,3,GO:0032956,regulation of actin cytoskeleton organization,13/356,81/4443,0.01132444762490536,0.04717235892732686,0.03200416753285105,13
body,3,GO:0007611,learning or memory,14/356,90/4443,0.011465797837108431,0.047203255016698885,0.032025129037487596,14
body,3,GO:0042325,regulation of phosphorylation,14/356,90/4443,0.011465797837108431,0.047203255016698885,0.032025129037487596,14
body,3,GO:0050890,cognition,14/356,90/4443,0.011465797837108431,0.047203255016698885,0.032025129037487596,14
body,3,GO:0009755,hormone-mediated signaling pathway,5/356,18/4443,0.011486039734602287,0.047203255016698885,0.032025129037487596,5
body,3,GO:0018212,peptidyl-tyrosine modification,5/356,18/4443,0.011486039734602287,0.047203255016698885,0.032025129037487596,5
body,3,GO:0031060,regulation of histone methylation,5/356,18/4443,0.011486039734602287,0.047203255016698885,0.032025129037487596,5
body,3,GO:0042067,establishment of ommatidial planar polarity,7/356,32/4443,0.011642549358345532,0.04743251932557722,0.03218067379966388,7
body,3,GO:0045807,positive regulation of endocytosis,7/356,32/4443,0.011642549358345532,0.04743251932557722,0.03218067379966388,7
body,3,GO:1902692,regulation of neuroblast proliferation,7/356,32/4443,0.011642549358345532,0.04743251932557722,0.03218067379966388,7
body,3,GO:0032446,protein modification by small protein conjugation,20/356,146/4443,0.011669771556194631,0.04743251932557722,0.03218067379966388,20
body,3,GO:0007405,neuroblast proliferation,11/356,64/4443,0.011670930177006478,0.04743251932557722,0.03218067379966388,11
body,3,GO:0007448,"anterior/posterior pattern specification, imaginal disc",4/356,12/4443,0.011953050235627849,0.04836509533667039,0.0328133815881831,4
body,3,GO:0030725,germline ring canal formation,4/356,12/4443,0.011953050235627849,0.04836509533667039,0.0328133815881831,4
body,3,GO:0007224,smoothened signaling pathway,12/356,73/4443,0.012225482371933289,0.04920887751328825,0.033385847047951916,12
body,3,GO:0031032,actomyosin structure organization,12/356,73/4443,0.012225482371933289,0.04920887751328825,0.033385847047951916,12
body,3,GO:0019220,regulation of phosphate metabolic process,16/356,109/4443,0.012322310101313334,0.04920887751328825,0.033385847047951916,16
body,3,GO:0044270,cellular nitrogen compound catabolic process,16/356,109/4443,0.012322310101313334,0.04920887751328825,0.033385847047951916,16
body,3,GO:0046700,heterocycle catabolic process,16/356,109/4443,0.012322310101313334,0.04920887751328825,0.033385847047951916,16
body,3,GO:0051174,regulation of phosphorus metabolic process,16/356,109/4443,0.012322310101313334,0.04920887751328825,0.033385847047951916,16
body,3,GO:0007219,Notch signaling pathway,9/356,48/4443,0.012519592562354897,0.04978028471222066,0.03377351923861517,9
body,3,GO:0034504,protein localization to nucleus,9/356,48/4443,0.012519592562354897,0.04978028471222066,0.03377351923861517,9
body,4,GO:0006357,regulation of transcription by RNA polymerase II,43/199,394/4443,1.509707174482568e-8,1.2074632748833418e-5,9.677544991678125e-6,43
body,4,GO:0010558,negative regulation of macromolecule biosynthetic process,30/199,217/4443,1.6492323672789495e-8,1.2074632748833418e-5,9.677544991678125e-6,30
body,4,GO:0009890,negative regulation of biosynthetic process,30/199,222/4443,2.824475496803139e-8,1.2074632748833418e-5,9.677544991678125e-6,30
body,4,GO:0031327,negative regulation of cellular biosynthetic process,30/199,222/4443,2.824475496803139e-8,1.2074632748833418e-5,9.677544991678125e-6,30
body,4,GO:0006366,transcription by RNA polymerase II,45/199,440/4443,4.909682125708565e-8,1.6791112869923293e-5,1.3457697110889583e-5,45
body,4,GO:0051173,positive regulation of nitrogen compound metabolic process,44/199,441/4443,1.505283723067248e-7,4.290058610741657e-5,3.43838492532203e-5,44
body,4,GO:0010604,positive regulation of macromolecule metabolic process,46/199,482/4443,2.8050941414166224e-7,6.85244425974632e-5,5.49207905582623e-5,46
body,4,GO:0051172,negative regulation of nitrogen compound metabolic process,34/199,305/4443,3.9043043349697204e-7,8.345450515997778e-5,6.688689794908654e-5,34
body,4,GO:0035295,tube development,41/199,414/4443,5.445055919920695e-7,1.0345606247849321e-4,8.291769365773972e-5,41
body,4,GO:0031325,positive regulation of cellular metabolic process,45/199,480/4443,6.590404682853559e-7,1.1269592007679586e-4,9.032323049552984e-5,45
body,4,GO:0051246,regulation of protein metabolic process,35/199,335/4443,1.2399181494828713e-6,1.9275091232870092e-4,1.544854957537511e-4,35
body,4,GO:0006417,regulation of translation,18/199,113/4443,1.9178300778027236e-6,2.623306888018973e-4,2.1025211253928612e-4,18
body,4,GO:0032268,regulation of cellular protein metabolic process,33/199,312/4443,1.9943268739325524e-6,2.623306888018973e-4,2.1025211253928612e-4,33
body,4,GO:2000112,regulation of cellular macromolecule biosynthetic process,18/199,118/4443,3.652386614159262e-6,4.285615538122616e-4,3.434823903130592e-4,18
body,4,GO:0031324,negative regulation of cellular metabolic process,34/199,336/4443,3.7593118755461543e-6,4.285615538122616e-4,3.434823903130592e-4,34
body,4,GO:0010605,negative regulation of macromolecule metabolic process,39/199,417/4443,4.656982276457418e-6,4.977149807963866e-4,3.9890729762812895e-4,39
body,4,GO:0010557,positive regulation of macromolecule biosynthetic process,29/199,268/4443,5.765789702848315e-6,5.406674563036046e-4,4.3333273506143016e-4,29
body,4,GO:0003002,regionalization,30/199,283/4443,5.953667861438196e-6,5.406674563036046e-4,4.3333273506143016e-4,30
body,4,GO:0051253,negative regulation of RNA metabolic process,22/199,172/4443,6.007416181151162e-6,5.406674563036046e-4,4.3333273506143016e-4,22
body,4,GO:0051247,positive regulation of protein metabolic process,21/199,161/4443,7.2635472071779e-6,6.210332862137104e-4,4.977441296708225e-4,21
body,4,GO:0009892,negative regulation of metabolic process,40/199,446/4443,9.73485144263111e-6,7.92695046042819e-4,6.35327146782241e-4,40
body,4,GO:0007389,pattern specification process,31/199,308/4443,1.2015419065644095e-5,9.339257546477911e-4,7.485203647592637e-4,31
body,4,GO:0034248,regulation of cellular amide metabolic process,19/199,143/4443,1.5534474944557337e-05,0.0011149116255445297,8.935764459581274e-4,19
body,4,GO:0045165,cell fate commitment,21/199,169/4443,1.5647882463782872e-5,0.0011149116255445297,8.935764459581274e-4,21
body,4,GO:0031328,positive regulation of cellular biosynthetic process,30/199,299/4443,1.802104781964167e-5,0.0012326396708634904,9.87932810996777e-4,30
body,4,GO:0009891,positive regulation of biosynthetic process,30/199,300/4443,1.9248653085173638e-5,0.0012659691067556508,0.0010146455998743353,30
body,4,GO:0032270,positive regulation of cellular protein metabolic process,19/199,146/4443,2.100862318985406e-5,0.0013305461353574238,0.0010664026274148147,19
body,4,GO:0035239,tube morphogenesis,30/199,302/4443,2.193585189808996e-5,0.0013396538123476368,0.001073702224485456,30
body,4,GO:0045934,negative regulation of nucleobase-containing compound metabolic process,22/199,190/4443,3.0118031291730724e-5,0.0017759252934089495,0.001423363947071993,22
body,4,GO:0007444,imaginal disc development,32/199,342/4443,3.832547699721313e-5,0.002184552188841148,0.0017508691596621578,32
body,4,GO:0010608,post-transcriptional regulation of gene expression,18/199,141/4443,4.548906067438359e-5,0.0025092352823611595,0.00201109531402538,18
body,4,GO:0045935,positive regulation of nucleobase-containing compound metabolic process,28/199,284/4443,4.888195365959029e-5,0.0025567112952992084,0.0020491462643764664,28
body,4,GO:0051254,positive regulation of RNA metabolic process,27/199,269/4443,4.934004254086191e-5,0.0025567112952992084,0.0020491462643764664,27
body,4,GO:0017148,negative regulation of translation,11/199,60/4443,5.485623840848305e-5,0.0027589461081913534,0.0022112328918837444,11
body,4,GO:2000113,negative regulation of cellular macromolecule biosynthetic process,11/199,61/4443,6.43379120962118e-5,0.00289622034474418,0.0023212550870156494,11
body,4,GO:0045892,"negative regulation of transcription, DNA-templated",19/199,158/4443,6.436045210542622e-5,0.00289622034474418,0.0023212550870156494,19
body,4,GO:1902679,negative regulation of RNA biosynthetic process,19/199,158/4443,6.436045210542622e-5,0.00289622034474418,0.0023212550870156494,19
body,4,GO:1903507,negative regulation of nucleic acid-templated transcription,19/199,158/4443,6.436045210542622e-5,0.00289622034474418,0.0023212550870156494,19
body,4,GO:0009966,regulation of signal transduction,39/199,471/4443,8.140213329804131e-5,0.003569170459991042,0.0028606093806761083,39
body,4,GO:0009887,animal organ morphogenesis,36/199,422/4443,8.700976636805279e-5,0.0036526625244702434,0.0029275263815698722,36
body,4,GO:0034249,negative regulation of cellular amide metabolic process,11/199,63/4443,8.757845818905261e-5,0.0036526625244702434,0.0029275263815698722,11
body,4,GO:0051276,chromosome organization,30/199,337/4443,1.7290606894539436e-4,0.0070397470927767705,0.005642198039270764,30
body,4,GO:0002009,morphogenesis of an epithelium,31/199,355/4443,1.897251530735438e-4,0.007402414335224809,0.005932867629709265,31
body,4,GO:0007166,cell surface receptor signaling pathway,33/199,388/4443,1.9047147997069684e-4,0.007402414335224809,0.005932867629709265,33
body,4,GO:0009886,post-embryonic animal morphogenesis,26/199,276/4443,1.9856367113980016e-4,0.007425488062627136,0.005951360700240402,26
body,4,GO:0048729,tissue morphogenesis,31/199,356/4443,1.9974997127534988e-4,0.007425488062627136,0.005951360700240402,31
body,4,GO:0060562,epithelial tube morphogenesis,26/199,277/4443,2.105854617938621e-4,0.007661726375904345,0.006140700364067379,26
body,4,GO:0007049,cell cycle,39/199,494/4443,2.291154745084305e-4,0.008162238779362837,0.006541849732674923,39
body,4,GO:0051239,regulation of multicellular organismal process,27/199,296/4443,2.536417235539853e-4,0.008761082672658654,0.0070218095658981655,27
body,4,GO:0009791,post-embryonic development,31/199,361/4443,2.573583739210742e-4,0.008761082672658654,0.0070218095658981655,31
body,4,GO:0014070,response to organic cyclic compound,9/199,49/4443,2.612954481319248e-4,0.008761082672658654,0.0070218095658981655,9
body,4,GO:1903047,mitotic cell cycle process,23/199,236/4443,2.89922980312416e-4,0.009431992976999487,0.0075595289972627475,23
body,4,GO:0048707,instar larval or pupal morphogenesis,25/199,267/4443,2.923366244333174e-4,0.009431992976999487,0.0075595289972627475,25
body,4,GO:0032269,negative regulation of cellular protein metabolic process,15/199,122/4443,3.0467318779707486e-4,0.009647984280240704,0.007732641140580731,15
body,4,GO:0000278,mitotic cell cycle,29/199,333/4443,3.2787715899489024e-4,0.009902680945294728,0.00793677475578562,29
body,4,GO:0009953,dorsal/ventral pattern formation,13/199,97/4443,3.302470433220791e-4,0.009902680945294728,0.00793677475578562,13
body,4,GO:0051248,negative regulation of protein metabolic process,15/199,123/4443,3.334713984850127e-4,0.009902680945294728,0.00793677475578562,15
body,4,GO:0007224,smoothened signaling pathway,11/199,73/4443,3.414198383391162e-4,0.009902680945294728,0.00793677475578562,11
body,4,GO:0045727,positive regulation of translation,7/199,31/4443,3.416714478201105e-4,0.009902680945294728,0.00793677475578562,7
body,4,GO:0008283,cell population proliferation,20/199,195/4443,3.76968434609327e-4,0.010743600386365819,0.008610752664234101,20
body,4,GO:0044772,mitotic cell cycle phase transition,12/199,87/4443,4.2832578000765137e-4,0.01200716530841121,0.00962347136445146,12
body,4,GO:0030261,chromosome condensation,8/199,42/4443,4.4581426019848336e-4,0.012295844918377525,0.009854841541229634,8
body,4,GO:0007552,metamorphosis,25/199,278/4443,5.425475181404329e-4,0.014726289778097463,0.011802788113932225,25
body,4,GO:0009790,embryo development,28/199,327/4443,5.53193125330081e-4,0.014757454678440671,0.011827766076534168,28
body,4,GO:0045893,"positive regulation of transcription, DNA-templated",22/199,232/4443,5.792477736317942e-4,0.014757454678440671,0.011827766076534168,22
body,4,GO:1902680,positive regulation of RNA biosynthetic process,22/199,232/4443,5.792477736317942e-4,0.014757454678440671,0.011827766076534168,22
body,4,GO:1903508,positive regulation of nucleic acid-templated transcription,22/199,232/4443,5.792477736317942e-4,0.014757454678440671,0.011827766076534168,22
body,4,GO:1901701,cellular response to oxygen-containing compound,14/199,116/4443,5.868461509555354e-4,0.014757454678440671,0.011827766076534168,14
body,4,GO:0002165,instar larval or pupal development,27/199,313/4443,6.23607594824606e-4,0.01545462300217502,0.012386530716424671,27
body,4,GO:0051094,positive regulation of developmental process,16/199,145/4443,6.62572751091629e-4,0.0159652846374226,0.012795814464711744,16
body,4,GO:0046959,habituation,4/199,10/4443,6.62886087284798e-4,0.0159652846374226,0.012795814464711744,4
body,4,GO:0016055,Wnt signaling pathway,11/199,79/4443,6.849419662692595e-4,0.016267371698894913,0.013037930410563977,11
body,4,GO:0035218,leg disc development,8/199,45/4443,7.253001167321559e-4,0.016989906843999814,0.013617025983925987,8
body,4,GO:0030111,regulation of Wnt signaling pathway,10/199,68/4443,7.748793597126294e-4,0.01790599601498103,0.014351250730381845,10
body,4,GO:0048569,post-embryonic animal organ development,25/199,285/4443,7.86084171111329e-4,0.017922719101338302,0.014364653905781762,25
body,4,GO:1901700,response to oxygen-containing compound,19/199,192/4443,8.277855625051553e-4,0.01834893265581005,0.014706254427740652,19
body,4,GO:0007281,germ cell development,37/199,491/4443,8.484729279099102e-4,0.01834893265581005,0.014706254427740652,37
body,4,GO:1905114,cell surface receptor signaling pathway involved in cell-cell signaling,11/199,81/4443,8.495363677881329e-4,0.01834893265581005,0.014706254427740652,11
body,4,GO:0045944,positive regulation of transcription by RNA polymerase II,17/199,163/4443,8.650895691221685e-4,0.01834893265581005,0.014706254427740652,17
body,4,GO:0007560,imaginal disc morphogenesis,22/199,239/4443,8.691599679067918e-4,0.01834893265581005,0.014706254427740652,22
body,4,GO:0048563,post-embryonic animal organ morphogenesis,22/199,239/4443,8.691599679067918e-4,0.01834893265581005,0.014706254427740652,22
body,4,GO:0007480,imaginal disc-derived leg morphogenesis,7/199,36/4443,8.964812218611643e-4,0.01869491328515355,0.014983550075266187,7
body,4,GO:0034243,regulation of transcription elongation from RNA polymerase II promoter,5/199,18/4443,9.108090516189769e-4,0.018764861183957236,0.015039611733771822,5
body,4,GO:0035329,hippo signaling,9/199,58/4443,9.54695909903996e-4,0.019434881023045632,0.01557661747738099,9
body,4,GO:0032968,positive regulation of transcription elongation from RNA polymerase II promoter,4/199,11/4443,0.0010053701094928826,0.020001443571517324,0.01603070454300742,4
body,4,GO:0030178,negative regulation of Wnt signaling pathway,6/199,27/4443,0.0010059205538891752,0.020001443571517324,0.01603070454300742,6
body,4,GO:0010629,negative regulation of gene expression,20/199,211/4443,0.0010433953091264127,0.020508114696622594,0.01643678998769013,20
body,4,GO:0007478,leg disc morphogenesis,7/199,37/4443,0.0010643910009474672,0.020683052404774648,0.016576998603272757,7
